gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Rnf5,0.595,20.55,0.04,0.09,0.00,0.01
Snx13,0.595,1.55,0.07,0.22,0.04,0.14
Kcnip4,0.595,1.76,0.21,0.21,0.12,0.10
Tead2,0.595,3.59,0.07,0.13,0.02,0.05
Phf14,0.595,1.71,0.11,0.34,0.07,0.19
2510009E07Rik,0.594,4.41,0.04,0.13,0.01,0.03
Tmem205,0.594,4.23,0.05,0.11,0.01,0.06
Gpatch2l,0.594,5.53,0.02,0.11,0.00,0.02
Plcg2,0.594,3.70,0.04,0.08,0.01,0.05
5930430L01Rik,0.594,4.63,0.03,0.09,0.01,0.03
Cdc25a,0.594,6.49,0.03,0.11,0.01,0.02
Foxp2,0.594,5.39,0.05,0.09,0.01,0.03
Trim24,0.594,1.95,0.08,0.25,0.04,0.13
Dtnb,0.594,1.81,0.07,0.22,0.04,0.16
Dscam,0.594,4.27,0.04,0.11,0.01,0.03
Axin1,0.594,4.46,0.03,0.11,0.01,0.03
D130040H23Rik,0.594,3.02,0.03,0.11,0.01,0.03
Zmynd11,0.594,1.31,0.11,0.34,0.09,0.19
Iws1,0.594,2.73,0.05,0.16,0.02,0.08
Smco4,0.594,1.43,0.06,0.20,0.04,0.10
Capn2,0.594,1.75,0.07,0.23,0.04,0.13
Uqcr10,0.594,1.99,0.12,0.21,0.06,0.16
Copg1,0.593,2.04,0.04,0.14,0.02,0.07
Cript,0.593,2.37,0.05,0.13,0.02,0.08
Pbdc1,0.593,1.88,0.03,0.15,0.02,0.06
Mbd5,0.593,1.43,0.16,0.33,0.11,0.23
Dcaf5,0.593,1.98,0.07,0.21,0.04,0.10
Il13ra1,0.593,3.28,0.03,0.13,0.01,0.06
Pip4k2c,0.593,3.60,0.06,0.13,0.02,0.06
Zfpm1,0.593,2.17,0.09,0.20,0.04,0.10
Camkmt,0.593,1.25,0.10,0.27,0.08,0.20
Prdm2,0.593,1.92,0.10,0.23,0.05,0.15
Rnase4,0.593,2.07,0.08,0.15,0.04,0.08
Med12l,0.593,2.09,0.03,0.14,0.02,0.06
Arhgap29,0.593,2.86,0.04,0.14,0.01,0.06
Drosha,0.593,2.63,0.04,0.13,0.02,0.07
Pck2,0.593,2.23,0.06,0.16,0.03,0.06
Gmps,0.593,3.71,0.07,0.15,0.02,0.07
Lpp,0.593,1.47,0.31,0.47,0.21,0.36
Cadps2,0.592,1.52,0.17,0.32,0.11,0.21
Spint1,0.592,1.50,0.10,0.25,0.07,0.16
Dync2h1,0.592,1.60,0.08,0.21,0.05,0.13
Ywhab,0.592,1.50,0.16,0.31,0.10,0.16
Pak2,0.592,1.80,0.13,0.31,0.07,0.21
Ecpas,0.592,1.24,0.12,0.34,0.10,0.16
Trim41,0.592,3.49,0.03,0.12,0.01,0.05
Lsm1,0.592,5.26,0.02,0.09,0.00,0.02
Shroom1,0.592,7.61,0.04,0.09,0.00,0.02
1700049E15Rik,0.592,7.49,0.03,0.09,0.00,0.02
Erich1,0.592,5.20,0.02,0.09,0.00,0.02
Rap1gap,0.592,1.44,0.06,0.20,0.04,0.09
Sf3b5,0.591,2.55,0.06,0.15,0.03,0.09
Mbnl2,0.591,1.51,0.27,0.48,0.18,0.30
Slc4a2,0.591,3.21,0.05,0.13,0.01,0.05
Agap1,0.591,1.55,0.17,0.35,0.11,0.21
Nsd1,0.591,1.44,0.18,0.39,0.13,0.26
Mfap3,0.591,29.08,0.02,0.08,0.00,0.01
Plekhm3,0.591,23.03,0.03,0.08,0.00,0.01
Bace1,0.591,18.87,0.03,0.08,0.00,0.01
Ppp2r5c,0.591,1.74,0.07,0.26,0.04,0.15
Rsu1,0.591,1.76,0.09,0.23,0.05,0.12
Lman2,0.591,2.44,0.06,0.15,0.02,0.10
Firre,0.591,2.01,0.06,0.18,0.03,0.07
Naa35,0.591,2.10,0.06,0.17,0.03,0.08
Zmiz1,0.591,1.66,0.21,0.38,0.13,0.29
Cuedc1,0.591,1.76,0.08,0.25,0.04,0.12
Bcl2,0.591,1.79,0.06,0.19,0.04,0.09
Rab3ip,0.591,1.20,0.06,0.21,0.05,0.07
Ccnd1,0.591,1.48,0.22,0.29,0.15,0.19
Agap3,0.591,3.83,0.03,0.12,0.01,0.05
Vrk1,0.591,3.08,0.04,0.12,0.01,0.05
Gamt,0.591,2.86,0.03,0.11,0.01,0.06
